latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
44.65061,-65.20645,373.32,1.01,1.01,2025-08-15,1834,Aqua,MODIS,94,6.1NRT,304.2,125.22,D
46.52746,-77.73734,300.96,3.35,1.73,2025-08-15,1834,Aqua,MODIS,26,6.1NRT,288.65,13.44,D
46.74421,-71.70461,303.41,1.6,1.25,2025-08-15,1834,Aqua,MODIS,26,6.1NRT,292.58,4.41,D
52.98442,-75.82979,302.05,1.67,1.27,2025-08-15,1836,Aqua,MODIS,0,6.1NRT,289.48,5.38,D
64.1086,-118.47439,307.29,4.61,1.97,2025-08-15,2004,Terra,MODIS,0,6.1NRT,291.09,56.74,D
65.67449,-123.71091,336.69,2.76,1.59,2025-08-15,2004,Terra,MODIS,66,6.1NRT,297.87,145.93,D
65.68948,-123.75668,337.73,2.75,1.59,2025-08-15,2004,Terra,MODIS,81,6.1NRT,295.99,151.91,D
65.70053,-123.7355,330.78,2.75,1.59,2025-08-15,2004,Terra,MODIS,69,6.1NRT,295.84,107.8,D
65.69353,-123.74527,344.77,2.75,1.59,2025-08-15,2004,Terra,MODIS,88,6.1NRT,296.6,205.04,D
65.68531,-123.61143,320.12,2.78,1.59,2025-08-15,2004,Terra,MODIS,33,6.1NRT,297.13,56.19,D
64.08077,-118.40675,302.53,4.64,1.97,2025-08-15,2004,Terra,MODIS,21,6.1NRT,289.9,34.55,D
65.32329,-121.48373,328.48,3.3,1.72,2025-08-15,2004,Terra,MODIS,0,6.1NRT,294.74,126.97,D
64.10891,-118.46561,308.2,4.61,1.97,2025-08-15,2004,Terra,MODIS,0,6.1NRT,290.61,58.38,D
65.30256,-121.42995,310.3,3.32,1.72,2025-08-15,2004,Terra,MODIS,58,6.1NRT,293.99,45.33,D
65.32104,-121.48121,321.74,3.3,1.72,2025-08-15,2004,Terra,MODIS,61,6.1NRT,294.37,98.73,D
65.33257,-121.4575,395.13,3.3,1.72,2025-08-15,2004,Terra,MODIS,94,6.1NRT,298.08,1258.77,D
65.35113,-121.50921,343.7,3.28,1.71,2025-08-15,2004,Terra,MODIS,0,6.1NRT,292.22,253.42,D
53.18119,-105.73354,301.23,2.82,1.6,2025-08-15,2014,Aqua,MODIS,29,6.1NRT,287.64,13.76,D
62.12671,-112.86034,367.37,2.26,1.46,2025-08-15,2017,Aqua,MODIS,97,6.1NRT,295.77,0,D
62.09581,-113.2311,318.99,2.33,1.48,2025-08-15,2017,Aqua,MODIS,0,6.1NRT,290.92,48.51,D
62.10696,-113.24576,329.78,2.33,1.48,2025-08-15,2017,Aqua,MODIS,65,6.1NRT,294.17,86.43,D
61.60625,-117.45941,328.51,3.35,1.73,2025-08-15,2017,Aqua,MODIS,85,6.1NRT,293.54,130.35,D
61.5765,-117.49139,327.51,3.37,1.73,2025-08-15,2017,Aqua,MODIS,73,6.1NRT,296.44,125.57,D
61.60043,-117.37238,316.03,3.34,1.72,2025-08-15,2017,Aqua,MODIS,76,6.1NRT,290.62,65.83,D
61.62341,-117.40888,335.43,3.34,1.72,2025-08-15,2017,Aqua,MODIS,89,6.1NRT,294.56,183.66,D
61.58337,-117.42316,356.33,3.35,1.73,2025-08-15,2017,Aqua,MODIS,98,6.1NRT,296.94,430.64,D
61.61285,-117.3911,327.23,3.34,1.72,2025-08-15,2017,Aqua,MODIS,85,6.1NRT,292.65,123.42,D
61.59583,-117.44189,358.28,3.35,1.73,2025-08-15,2017,Aqua,MODIS,99,6.1NRT,296.36,449.46,D
61.57871,-117.49285,328.84,3.37,1.73,2025-08-15,2017,Aqua,MODIS,86,6.1NRT,296.1,136.53,D
61.62525,-117.40986,336.22,3.34,1.72,2025-08-15,2017,Aqua,MODIS,90,6.1NRT,294.44,186.42,D
61.60827,-117.46066,327.98,3.35,1.73,2025-08-15,2017,Aqua,MODIS,75,6.1NRT,293.36,121.75,D
61.59855,-117.37157,314.92,3.34,1.72,2025-08-15,2017,Aqua,MODIS,75,6.1NRT,291.33,59.87,D
61.58131,-117.42206,350.9,3.35,1.73,2025-08-15,2017,Aqua,MODIS,96,6.1NRT,296.4,357.06,D
61.61098,-117.39021,328.28,3.34,1.72,2025-08-15,2017,Aqua,MODIS,84,6.1NRT,291.52,128.69,D
61.59379,-117.44071,360.22,3.35,1.73,2025-08-15,2017,Aqua,MODIS,100,6.1NRT,296.76,477.93,D
61.61872,-117.47811,317.91,3.35,1.73,2025-08-15,2017,Aqua,MODIS,78,6.1NRT,292.69,72.06,D
61.63583,-117.4276,327.67,3.34,1.72,2025-08-15,2017,Aqua,MODIS,85,6.1NRT,293.32,133.04,D
65.67358,-123.68485,323.32,3.06,1.66,2025-08-15,2019,Aqua,MODIS,57,6.1NRT,298.43,85.56,D
65.67706,-123.79198,324.39,3.08,1.67,2025-08-15,2019,Aqua,MODIS,0,6.1NRT,295.63,100.18,D
65.67743,-123.78256,361.44,3.08,1.67,2025-08-15,2019,Aqua,MODIS,94,6.1NRT,296.8,441.17,D
65.69546,-123.73286,362.19,3.06,1.66,2025-08-15,2019,Aqua,MODIS,100,6.1NRT,298.47,450.67,D
65.66647,-123.7585,344.56,3.08,1.67,2025-08-15,2019,Aqua,MODIS,71,6.1NRT,297.13,235.56,D
65.68452,-123.70887,338.7,3.06,1.66,2025-08-15,2019,Aqua,MODIS,86,6.1NRT,298.32,184.71,D
65.33331,-121.46329,390.5,2.8,1.6,2025-08-15,2019,Aqua,MODIS,75,6.1NRT,301.77,880.68,D
65.30667,-121.48701,320.83,2.82,1.6,2025-08-15,2019,Aqua,MODIS,29,6.1NRT,297.16,64.44,D
65.32268,-121.44075,325.65,2.8,1.6,2025-08-15,2019,Aqua,MODIS,74,6.1NRT,295.98,88.77,D
65.34134,-121.47121,365.51,2.8,1.6,2025-08-15,2019,Aqua,MODIS,0,6.1NRT,296.27,440.65,D
65.33064,-121.44884,367.39,2.8,1.6,2025-08-15,2019,Aqua,MODIS,87,6.1NRT,299.95,466.59,D
65.30407,-121.47302,319.57,2.82,1.6,2025-08-15,2019,Aqua,MODIS,69,6.1NRT,296.75,69.58,D
65.32008,-121.42605,312.23,2.8,1.6,2025-08-15,2019,Aqua,MODIS,68,6.1NRT,294.8,40.82,D
64.15408,-118.66628,325.18,2.71,1.58,2025-08-15,2019,Aqua,MODIS,0,6.1NRT,291.16,89.26,D
61.77512,-120.83769,314.19,4.17,1.89,2025-08-15,2019,Aqua,MODIS,65,6.1NRT,293.78,84.61,D
62.39421,-118.0453,305.38,3.19,1.69,2025-08-15,2019,Aqua,MODIS,26,6.1NRT,294.26,21.14,D
61.59667,-117.43414,379.44,1.13,1.06,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,303.39,165.72,D
62.53624,-117.81517,349.12,1.15,1.07,2025-08-15,2155,Aqua,MODIS,83,6.1NRT,291.61,67.5,D
62.61749,-117.35158,324.76,1.18,1.08,2025-08-15,2155,Aqua,MODIS,59,6.1NRT,295.54,23.1,D
62.90598,-117.35665,317.27,1.19,1.08,2025-08-15,2155,Aqua,MODIS,75,6.1NRT,295.16,14.71,D
62.90351,-117.37917,342.99,1.19,1.08,2025-08-15,2155,Aqua,MODIS,86,6.1NRT,297.76,54.84,D
62.90104,-117.40166,325.74,1.19,1.08,2025-08-15,2155,Aqua,MODIS,42,6.1NRT,293.68,22.35,D
62.89858,-117.4241,324.31,1.18,1.08,2025-08-15,2155,Aqua,MODIS,61,6.1NRT,293.99,23.68,D
62.91534,-117.36168,314.61,1.19,1.08,2025-08-15,2155,Aqua,MODIS,26,6.1NRT,296.51,11.54,D
62.91481,-117.45644,333.84,1.18,1.08,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,298.97,35.14,D
62.91233,-117.47881,351.02,1.18,1.08,2025-08-15,2155,Aqua,MODIS,69,6.1NRT,303.58,72.62,D
62.91479,-117.48518,388.29,1.18,1.08,2025-08-15,2155,Aqua,MODIS,100,6.1NRT,307.85,0,D
62.91237,-117.50755,367.23,1.18,1.08,2025-08-15,2155,Aqua,MODIS,97,6.1NRT,303.88,0,D
62.93383,-117.40041,396.03,1.19,1.08,2025-08-15,2155,Aqua,MODIS,100,6.1NRT,318.34,0,D
62.94077,-117.42788,362.07,1.19,1.08,2025-08-15,2155,Aqua,MODIS,92,6.1NRT,295.9,0,D
64.08844,-118.43545,374.06,1.17,1.08,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,295.23,158.64,D
64.09513,-118.46381,314.28,1.17,1.07,2025-08-15,2155,Aqua,MODIS,46,6.1NRT,294.27,11.02,D
64.13093,-118.4407,323.2,1.17,1.08,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,290.01,22.77,D
64.1284,-118.46373,370.21,1.17,1.08,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,293.08,142.73,D
61.79081,-120.81773,340.1,1.01,1.01,2025-08-15,2155,Aqua,MODIS,92,6.1NRT,300.49,39.24,D
62.22583,-117.44462,317.06,1.16,1.07,2025-08-15,2155,Aqua,MODIS,29,6.1NRT,293.03,11.3,D
62.22102,-117.48737,353.84,1.15,1.07,2025-08-15,2155,Aqua,MODIS,74,6.1NRT,304.44,76.09,D
62.23267,-117.47083,331.5,1.16,1.07,2025-08-15,2155,Aqua,MODIS,86,6.1NRT,300.52,26.5,D
61.80281,-120.86496,326.62,1.01,1.01,2025-08-15,2155,Aqua,MODIS,84,6.1NRT,301.58,21.49,D
61.80025,-120.88317,367.43,1.01,1.01,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,302.86,106.02,D
61.80881,-120.88859,327,1.01,1.01,2025-08-15,2155,Aqua,MODIS,84,6.1NRT,295.8,22.58,D
62.28751,-117.15633,358.02,1.18,1.08,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,300.26,97.36,D
62.25797,-117.50668,358.93,1.15,1.07,2025-08-15,2155,Aqua,MODIS,99,6.1NRT,301.03,92.54,D
62.2473,-117.82281,337.75,1.13,1.06,2025-08-15,2155,Aqua,MODIS,90,6.1NRT,300.42,41.58,D
62.2449,-117.84383,328.58,1.13,1.06,2025-08-15,2155,Aqua,MODIS,85,6.1NRT,298.63,26.53,D
62.25646,-117.82767,313.43,1.13,1.06,2025-08-15,2155,Aqua,MODIS,57,6.1NRT,299.26,7.95,D
62.25405,-117.84869,312.31,1.13,1.06,2025-08-15,2155,Aqua,MODIS,28,6.1NRT,298.9,7.69,D
62.3424,-117.23797,346.99,1.17,1.08,2025-08-15,2155,Aqua,MODIS,71,6.1NRT,303.16,61.74,D
62.34931,-117.26458,346.18,1.17,1.08,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,305.19,53.02,D
62.29552,-117.82615,328.75,1.14,1.06,2025-08-15,2155,Aqua,MODIS,85,6.1NRT,301.2,22.71,D
62.29308,-117.84722,335.43,1.13,1.06,2025-08-15,2155,Aqua,MODIS,84,6.1NRT,302.81,33.92,D
62.30468,-117.83104,327.63,1.14,1.06,2025-08-15,2155,Aqua,MODIS,84,6.1NRT,300.61,20.72,D
62.30223,-117.85211,325.72,1.13,1.06,2025-08-15,2155,Aqua,MODIS,78,6.1NRT,301.69,18.33,D
62.31384,-117.83591,312.83,1.14,1.06,2025-08-15,2155,Aqua,MODIS,41,6.1NRT,299.33,4.28,D
57.75356,-116.67796,314.2,1.06,1.03,2025-08-15,2155,Aqua,MODIS,40,6.1NRT,300.03,10.22,D
57.77371,-116.74137,311.38,1.06,1.03,2025-08-15,2155,Aqua,MODIS,38,6.1NRT,301.05,7.99,D
58.3858,-115.90011,305.12,1.12,1.06,2025-08-15,2155,Aqua,MODIS,60,6.1NRT,294.73,5.64,D
61.57834,-117.42477,321.78,1.13,1.06,2025-08-15,2155,Aqua,MODIS,50,6.1NRT,296.51,16.28,D
61.57597,-117.4453,320.05,1.13,1.06,2025-08-15,2155,Aqua,MODIS,48,6.1NRT,297.52,14,D
61.5736,-117.46584,324.72,1.13,1.06,2025-08-15,2155,Aqua,MODIS,69,6.1NRT,300.14,19.08,D
61.58988,-117.40888,358.51,1.14,1.06,2025-08-15,2155,Aqua,MODIS,99,6.1NRT,301.17,88.19,D
61.58513,-117.45,371.87,1.13,1.06,2025-08-15,2155,Aqua,MODIS,100,6.1NRT,299.03,133.53,D
61.60143,-117.39297,347.68,1.14,1.06,2025-08-15,2155,Aqua,MODIS,88,6.1NRT,297.94,60.03,D
61.59905,-117.41357,349.9,1.14,1.06,2025-08-15,2155,Aqua,MODIS,82,6.1NRT,297.51,62.5,D
62.21658,-117.43981,328.3,1.16,1.07,2025-08-15,2155,Aqua,MODIS,68,6.1NRT,294.5,25.76,D
61.59429,-117.45469,408.22,1.13,1.06,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,305.64,352.41,D
61.5919,-117.47522,376.42,1.13,1.06,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,302.05,154.79,D
61.6106,-117.39765,359.31,1.14,1.06,2025-08-15,2155,Aqua,MODIS,99,6.1NRT,301.36,95.66,D
61.61739,-117.42293,342.02,1.14,1.06,2025-08-15,2155,Aqua,MODIS,66,6.1NRT,298.06,46.75,D
61.62611,-117.38879,335.91,1.14,1.06,2025-08-15,2155,Aqua,MODIS,89,6.1NRT,298.34,40.15,D
61.62376,-117.40945,360.24,1.14,1.06,2025-08-15,2155,Aqua,MODIS,100,6.1NRT,302.59,99.95,D
61.62141,-117.43008,366.53,1.14,1.06,2025-08-15,2155,Aqua,MODIS,94,6.1NRT,298.64,121.5,D
61.63529,-117.39346,315.61,1.14,1.06,2025-08-15,2155,Aqua,MODIS,72,6.1NRT,297.02,12.87,D
61.63294,-117.41412,356.41,1.14,1.06,2025-08-15,2155,Aqua,MODIS,98,6.1NRT,297.8,89.1,D
61.63058,-117.43478,327.84,1.14,1.06,2025-08-15,2155,Aqua,MODIS,73,6.1NRT,292.59,26.7,D
61.62588,-117.47599,338.05,1.13,1.06,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,291.68,41.67,D
61.64212,-117.41881,396.33,1.14,1.06,2025-08-15,2155,Aqua,MODIS,100,6.1NRT,300.69,275.15,D
61.63976,-117.43948,387.07,1.14,1.06,2025-08-15,2155,Aqua,MODIS,87,6.1NRT,299.97,217.22,D
61.68761,-117.52945,306.8,1.13,1.06,2025-08-15,2155,Aqua,MODIS,37,6.1NRT,291.73,5.83,D
61.69489,-117.60596,317.07,1.13,1.06,2025-08-15,2155,Aqua,MODIS,52,6.1NRT,296.25,12.01,D
61.69253,-117.62648,321.62,1.13,1.06,2025-08-15,2155,Aqua,MODIS,66,6.1NRT,299.39,16.49,D
62.14395,-115.70451,322.88,1.28,1.12,2025-08-15,2155,Aqua,MODIS,31,6.1NRT,290.64,22.87,D
62.16348,-115.71341,335.61,1.28,1.12,2025-08-15,2155,Aqua,MODIS,60,6.1NRT,293.42,44.69,D
62.19421,-115.7078,318.45,1.28,1.12,2025-08-15,2155,Aqua,MODIS,48,6.1NRT,291.2,17.72,D
62.11379,-116.77804,315.85,1.2,1.09,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,296.72,11.62,D
62.1924,-116.63631,318.26,1.21,1.09,2025-08-15,2155,Aqua,MODIS,56,6.1NRT,299.34,11.89,D
62.19003,-116.65871,336.04,1.21,1.09,2025-08-15,2155,Aqua,MODIS,84,6.1NRT,301.93,40.33,D
62.1995,-116.66333,342.99,1.21,1.09,2025-08-15,2155,Aqua,MODIS,87,6.1NRT,300.43,55.37,D
61.76164,-120.7597,312.81,1.01,1.01,2025-08-15,2155,Aqua,MODIS,31,6.1NRT,299.65,5.81,D
62.31139,-117.85699,315.19,1.13,1.06,2025-08-15,2155,Aqua,MODIS,71,6.1NRT,300.52,7.65,D
62.3065,-117.89903,379.6,1.13,1.06,2025-08-15,2155,Aqua,MODIS,75,6.1NRT,303.17,175.25,D
62.30405,-117.92002,370.37,1.13,1.06,2025-08-15,2155,Aqua,MODIS,75,6.1NRT,300.28,135.13,D
62.40488,-117.9867,341.91,1.13,1.06,2025-08-15,2155,Aqua,MODIS,92,6.1NRT,299.67,46.53,D
62.52218,-117.10961,315.37,1.19,1.09,2025-08-15,2155,Aqua,MODIS,41,6.1NRT,295.34,9.88,D
62.53399,-117.09209,372.82,1.19,1.09,2025-08-15,2155,Aqua,MODIS,0,6.1NRT,301.54,153.7,D
62.53866,-117.79375,332.42,1.15,1.07,2025-08-15,2155,Aqua,MODIS,69,6.1NRT,292.07,31.92,D
65.31963,-121.47592,374.97,1.07,1.03,2025-08-15,2157,Aqua,MODIS,100,6.1NRT,305.8,140.75,D
65.31689,-121.49751,354.49,1.06,1.03,2025-08-15,2157,Aqua,MODIS,74,6.1NRT,303.19,73.47,D
65.33115,-121.46054,362.21,1.07,1.03,2025-08-15,2157,Aqua,MODIS,100,6.1NRT,303.23,97.16,D
65.32841,-121.48218,372.26,1.07,1.03,2025-08-15,2157,Aqua,MODIS,94,6.1NRT,304.88,131.87,D
65.32567,-121.50379,355.8,1.06,1.03,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,298.62,78.26,D
65.33994,-121.46684,354.71,1.07,1.03,2025-08-15,2157,Aqua,MODIS,92,6.1NRT,299.32,76.97,D
65.33718,-121.48849,388.65,1.07,1.03,2025-08-15,2157,Aqua,MODIS,75,6.1NRT,307.64,207.09,D
65.34731,-121.47906,327.43,1.07,1.03,2025-08-15,2157,Aqua,MODIS,79,6.1NRT,296.05,25.99,D
65.6544,-123.67119,336.91,1.02,1.01,2025-08-15,2157,Aqua,MODIS,57,6.1NRT,301.55,32.19,D
65.67158,-123.616,337.84,1.02,1.01,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,301.14,32.63,D
65.66287,-123.67822,349.62,1.02,1.01,2025-08-15,2157,Aqua,MODIS,67,6.1NRT,304.75,51.77,D
65.65997,-123.69891,357.77,1.02,1.01,2025-08-15,2157,Aqua,MODIS,99,6.1NRT,305.1,73.51,D
65.68296,-123.60226,343.75,1.02,1.01,2025-08-15,2157,Aqua,MODIS,81,6.1NRT,302.77,42.23,D
65.2824,-121.54317,312.02,1.06,1.03,2025-08-15,2157,Aqua,MODIS,63,6.1NRT,300.98,8.34,D
65.68006,-123.62301,336.13,1.02,1.01,2025-08-15,2157,Aqua,MODIS,36,6.1NRT,302.89,26.82,D
65.66844,-123.70594,335.47,1.02,1.01,2025-08-15,2157,Aqua,MODIS,26,6.1NRT,302.63,24.12,D
65.30482,-121.44169,336.87,1.07,1.03,2025-08-15,2157,Aqua,MODIS,89,6.1NRT,302.25,37.58,D
65.69144,-123.60926,343.1,1.02,1.01,2025-08-15,2157,Aqua,MODIS,93,6.1NRT,302.68,41.51,D
65.30209,-121.46326,328.79,1.07,1.03,2025-08-15,2157,Aqua,MODIS,84,6.1NRT,302.49,24.72,D
65.68247,-123.74072,353.33,1.02,1.01,2025-08-15,2157,Aqua,MODIS,92,6.1NRT,304.83,57.97,D
65.31359,-121.44802,336.87,1.07,1.03,2025-08-15,2157,Aqua,MODIS,89,6.1NRT,300.98,36.84,D
65.31085,-121.46963,334.07,1.07,1.03,2025-08-15,2157,Aqua,MODIS,88,6.1NRT,302.44,31.75,D
65.32236,-121.4543,358.45,1.07,1.03,2025-08-15,2157,Aqua,MODIS,99,6.1NRT,302.9,85.49,D
65.67956,-123.76141,404.04,1.01,1.01,2025-08-15,2157,Aqua,MODIS,75,6.1NRT,315.83,274.38,D
65.67664,-123.7821,341.84,1.01,1.01,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,298.88,40.48,D
65.69386,-123.72706,336.39,1.02,1.01,2025-08-15,2157,Aqua,MODIS,46,6.1NRT,302.43,24.7,D
65.69094,-123.74776,369.8,1.02,1.01,2025-08-15,2157,Aqua,MODIS,94,6.1NRT,307.48,105.08,D
65.69941,-123.75482,373.9,1.02,1.01,2025-08-15,2157,Aqua,MODIS,94,6.1NRT,303.34,124.84,D
65.6965,-123.77553,416.62,1.01,1.01,2025-08-15,2157,Aqua,MODIS,75,6.1NRT,310.38,370.08,D
65.69357,-123.79622,346.25,1.01,1.01,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,296.82,52.24,D
65.72211,-123.6628,318.89,1.02,1.01,2025-08-15,2157,Aqua,MODIS,67,6.1NRT,298.41,13.7,D
65.71341,-123.72513,314.06,1.02,1.01,2025-08-15,2157,Aqua,MODIS,62,6.1NRT,297.43,10.27,D
65.71051,-123.74587,315,1.02,1.01,2025-08-15,2157,Aqua,MODIS,68,6.1NRT,297.09,11.25,D
64.37325,-120.37934,353.67,1.08,1.04,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,300.87,75.49,D
64.38212,-120.38514,351.65,1.08,1.04,2025-08-15,2157,Aqua,MODIS,73,6.1NRT,296.96,71.86,D
64.37949,-120.40644,312.81,1.08,1.04,2025-08-15,2157,Aqua,MODIS,52,6.1NRT,294.88,10.71,D
65.42824,-115.92538,313.2,1.42,1.18,2025-08-15,2157,Aqua,MODIS,0,6.1NRT,291.87,13.25,D
44.65757,-65.21107,340.79,1.45,1.19,2025-08-16,0043,Terra,MODIS,100,6.1NRT,293.69,78.84,N
46.99179,-66.48494,306.49,1.47,1.2,2025-08-16,0043,Terra,MODIS,68,6.1NRT,281.75,17.06,N
44.67459,-65.23623,324.59,1.45,1.19,2025-08-16,0043,Terra,MODIS,100,6.1NRT,287.49,41.49,N
44.67791,-65.21884,331.91,1.45,1.19,2025-08-16,0043,Terra,MODIS,100,6.1NRT,289.93,56.15,N
44.68124,-65.20142,338.92,1.44,1.19,2025-08-16,0043,Terra,MODIS,100,6.1NRT,292.14,74.34,N
44.68454,-65.1841,310.8,1.44,1.19,2025-08-16,0043,Terra,MODIS,81,6.1NRT,285.9,19.95,N
44.66773,-65.21502,316.78,1.45,1.19,2025-08-16,0043,Terra,MODIS,94,6.1NRT,291.32,26.66,N
44.67107,-65.19756,337.19,1.44,1.19,2025-08-16,0043,Terra,MODIS,100,6.1NRT,292.39,69.5,N
44.67438,-65.18025,300.59,1.44,1.19,2025-08-16,0043,Terra,MODIS,28,6.1NRT,285.11,9.36,N
42.80398,-80.10036,305.65,1.2,1.09,2025-08-16,0221,Terra,MODIS,65,6.1NRT,292.94,9.14,N
66.15125,-126.3424,316.34,4.44,1.94,2025-08-16,0230,Terra,MODIS,77,6.1NRT,290.31,127.25,D
66.18036,-126.27702,311.91,4.41,1.93,2025-08-16,0230,Terra,MODIS,68,6.1NRT,290.11,96.18,D
66.14983,-126.33154,317.95,4.44,1.94,2025-08-16,0230,Terra,MODIS,74,6.1NRT,290.4,138.72,D
66.17915,-126.26477,310.45,4.41,1.93,2025-08-16,0230,Terra,MODIS,66,6.1NRT,289.99,86.16,D
65.72246,-123.81947,327.23,4.14,1.88,2025-08-16,0230,Terra,MODIS,64,6.1NRT,290.16,204.31,D
65.66899,-123.67403,305.31,4.14,1.88,2025-08-16,0230,Terra,MODIS,47,6.1NRT,289.22,50.16,D
62.18049,-115.70938,329.48,1.02,1.01,2025-08-16,0406,Terra,MODIS,100,6.1NRT,287.41,30.48,N
62.17807,-115.72811,314.1,1.02,1.01,2025-08-16,0406,Terra,MODIS,47,6.1NRT,283.49,14.29,N
62.18914,-115.71458,302.5,1.02,1.01,2025-08-16,0406,Terra,MODIS,49,6.1NRT,283.88,8.07,N
62.10325,-116.50368,321.54,1.01,1,2025-08-16,0406,Terra,MODIS,91,6.1NRT,287.67,0,N
62.10981,-116.53413,318.85,1.01,1,2025-08-16,0406,Terra,MODIS,98,6.1NRT,286.58,18.62,N
62.23882,-115.91237,301.08,1.02,1.01,2025-08-16,0406,Terra,MODIS,37,6.1NRT,284.18,7.7,N
62.24326,-117.46904,313.3,1,1,2025-08-16,0406,Terra,MODIS,87,6.1NRT,283.77,14.05,N
62.25837,-117.50476,301.68,1,1,2025-08-16,0406,Terra,MODIS,43,6.1NRT,283.65,7.04,N
62.33965,-117.25828,321.23,1,1,2025-08-16,0406,Terra,MODIS,40,6.1NRT,285.03,19.62,N
62.32678,-117.34996,321.79,1,1,2025-08-16,0406,Terra,MODIS,99,6.1NRT,286.09,19.16,N
62.51672,-117.60885,306.47,1,1,2025-08-16,0406,Terra,MODIS,67,6.1NRT,284.26,9.07,N
62.54358,-117.69399,325.73,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,288.26,25.59,N
62.54096,-117.71241,320,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,286.83,20.26,N
62.54419,-117.75498,314.02,1,1,2025-08-16,0406,Terra,MODIS,88,6.1NRT,283.14,15.07,N
62.54214,-117.83437,301.17,1,1,2025-08-16,0406,Terra,MODIS,38,6.1NRT,282.75,7.1,N
62.91026,-117.36906,308.19,1,1,2025-08-16,0406,Terra,MODIS,74,6.1NRT,285.2,10.55,N
62.90767,-117.38779,306.49,1,1,2025-08-16,0406,Terra,MODIS,68,6.1NRT,285.69,9.4,N
62.93641,-117.39308,328.52,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,292.03,28.03,N
62.93382,-117.41183,318.91,1,1,2025-08-16,0406,Terra,MODIS,64,6.1NRT,288.81,17.46,N
62.92347,-117.48678,317.15,1,1,2025-08-16,0406,Terra,MODIS,54,6.1NRT,288.74,15.97,N
62.94493,-117.39881,332.96,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,292.03,33.61,N
62.94234,-117.41757,327.28,1,1,2025-08-16,0406,Terra,MODIS,98,6.1NRT,292.4,26.08,N
62.93975,-117.43633,317.69,1,1,2025-08-16,0406,Terra,MODIS,62,6.1NRT,290.64,15.87,N
62.95345,-117.40455,321.74,1,1,2025-08-16,0406,Terra,MODIS,43,6.1NRT,289.9,19.88,N
62.95086,-117.42331,325.39,1,1,2025-08-16,0406,Terra,MODIS,72,6.1NRT,292.13,23.4,N
62.96196,-117.41028,342.91,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,295.75,49.22,N
62.95938,-117.42905,344.32,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,297.27,50.81,N
62.95679,-117.44781,333.09,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,292.81,31.48,N
62.95419,-117.46656,333.77,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,293.05,32.88,N
62.97049,-117.41602,319.76,1,1,2025-08-16,0406,Terra,MODIS,27,6.1NRT,288.26,17.54,N
62.9679,-117.43479,331.42,1,1,2025-08-16,0406,Terra,MODIS,82,6.1NRT,291.91,31.08,N
62.9653,-117.45356,335.13,1,1,2025-08-16,0406,Terra,MODIS,90,6.1NRT,293.81,34.85,N
62.96271,-117.47231,342.75,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,296.04,47.35,N
62.97641,-117.44054,322.86,1,1,2025-08-16,0406,Terra,MODIS,98,6.1NRT,289.82,22.23,N
62.97382,-117.4593,336.45,1,1,2025-08-16,0406,Terra,MODIS,95,6.1NRT,293.51,37.46,N
62.97122,-117.47807,344.38,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,295.89,51.77,N
62.96862,-117.49683,324.18,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,289.7,23.55,N
62.98493,-117.44628,319.19,1,1,2025-08-16,0406,Terra,MODIS,75,6.1NRT,287.86,18.57,N
62.98233,-117.46506,325.81,1,1,2025-08-16,0406,Terra,MODIS,65,6.1NRT,289.14,24.01,N
62.97974,-117.48383,328.35,1,1,2025-08-16,0406,Terra,MODIS,100,6.1NRT,290.4,28.15,N
63.93719,-114.0432,305.96,1.13,1.06,2025-08-16,0406,Terra,MODIS,66,6.1NRT,284.21,11.92,N
63.94633,-114.04833,310.25,1.13,1.06,2025-08-16,0406,Terra,MODIS,42,6.1NRT,283.24,13.49,N
